sentence_id,article_id,article_text,published_time,sentiment,NER,topic_id,topic_representation
079-006,079,This will ensure the US' dominant position in the global supply chain.,2022-02-07,positive,"{'US': ('LOC', 1)}",26,"['wto', 'yiwu', 'tariffs', 'gsp', 'china', 'goods', 'imports', 'exports', 'tariff', 'trading']"
079-007,079,"Instead of saying that the Indo-Pacific Economic Framework is a new platform to serve the economic development of the Asia-Pacific region, one might as well say that it is a new weapon to serve US geopolitical goals.",2022-02-07,neutral,"{'Indo - Pacific Economic Framework': ('MISC', 1), 'US': ('MISC', 1), 'Asia': ('LOC', 1), 'Pacific': ('LOC', 1)}",24,"['indo', 'strategy', 'ministers', 'asia', 'kishida', 'morrison', 'scott', 'foreign', 'director', 'biden']"
079-008,079,"To manipulate this ""new weapon,"" US has done a lot.",2022-02-07,negative,"{'US': ('LOC', 1)}",-1,"['eu', 'ukraine', 'russia', 'crisis', 'nato', 'sanctions', 'eastward', 'political', 'global', 'wang']"
079-009,079,"Last year, senior US officials took turns to visit Asia-Pacific countries.",2022-02-07,neutral,"{'US': ('LOC', 1), 'Asia': ('LOC', 1), 'Pacific': ('LOC', 1)}",-1,"['eu', 'ukraine', 'russia', 'crisis', 'nato', 'sanctions', 'eastward', 'political', 'global', 'wang']"
079-010,079,They came to peddle the framework before it was officially formed.,2022-02-07,neutral,{},-1,"['eu', 'ukraine', 'russia', 'crisis', 'nato', 'sanctions', 'eastward', 'political', 'global', 'wang']"
079-011,079,"At a time when the Ukraine issue is on the verge of breaking out into a fight, US Secretary of State Antony Blinken will visit Australia from Monday, attend the fourth Quad Foreign Ministers Ministerial Meeting among the US, Australia, India and Japan, and then go to Fiji to meet with Pacific Island leaders.",2022-02-07,negative,"{'Ukraine': ('LOC', 1), 'US': ('LOC', 2), 'Australia': ('LOC', 2), 'India': ('LOC', 1), 'Japan': ('LOC', 1), 'Fiji': ('LOC', 1), 'Antony Blinken': ('PER', 1), 'Meeting': ('MISC', 1), 'Pacific Island': ('MISC', 1)}",-1,"['eu', 'ukraine', 'russia', 'crisis', 'nato', 'sanctions', 'eastward', 'political', 'global', 'wang']"
079-012,079,"US acknowledged that the trip relates to ""the challenges that China poses.""",2022-02-07,positive,"{'US': ('LOC', 1), 'China': ('LOC', 1)}",4,"['china', 'students', 'zhao', 'competition', 'relations', 'haidong', 'academy', 'interests', 'sciences', 'social']"
079-013,079,People can thus anticipate that his trip will be an advertising campaign for the Indo-Pacific Economic Framework. ,2022-02-07,neutral,"{'Indo': ('MISC', 1), '- Pacific Economic Framework': ('ORG', 1)}",24,"['indo', 'strategy', 'ministers', 'asia', 'kishida', 'morrison', 'scott', 'foreign', 'director', 'biden']"
079-014,079,"Driven by the zero-sum Cold War mentality, US regards the friendly cooperation and normal exchanges between China and other countries as a fire emergency.",2022-02-07,negative,"{'Cold War': ('MISC', 1), 'US': ('LOC', 1), 'China': ('LOC', 1)}",-1,"['eu', 'ukraine', 'russia', 'crisis', 'nato', 'sanctions', 'eastward', 'political', 'global', 'wang']"
079-015,079,It is attempting to put out the fire in a hurry-scurry and uneasy manner.,2022-02-07,negative,{},30,"['reminding', 'flames', 'continent', 'lead', 'escalation', 'pressure', 'war', 'ukraine', 'airstrikes', 'bombed']"
079-016,079,"The Joe Biden administration has come up with a big move, trying to cut the economic and trade exchanges between China and Asia-Pacific countries abruptly, and to build a wall from a crevice, to solve the problem once and for all.",2022-02-07,negative,"{'Joe Biden': ('PER', 1), 'China': ('LOC', 1), 'Asia': ('LOC', 1), 'Pacific': ('LOC', 1)}",-1,"['eu', 'ukraine', 'russia', 'crisis', 'nato', 'sanctions', 'eastward', 'political', 'global', 'wang']"
079-017,079,But the reality in the Asia-Pacific is chilly for the US.,2022-02-07,neutral,"{'Asia - Pacific': ('LOC', 1), 'US': ('LOC', 1)}",-1,"['eu', 'ukraine', 'russia', 'crisis', 'nato', 'sanctions', 'eastward', 'political', 'global', 'wang']"
079-018,079,"Today, when economic globalization is developing, it is unimaginable to build a wall to exclude the world's largest trading power.",2022-02-07,negative,{},-1,"['eu', 'ukraine', 'russia', 'crisis', 'nato', 'sanctions', 'eastward', 'political', 'global', 'wang']"
079-019,079,This goes against the true wishes of Asia-Pacific countries and does not conform to their vital interests.,2022-02-07,positive,"{'Asia': ('LOC', 1), 'Pacific': ('LOC', 1)}",-1,"['eu', 'ukraine', 'russia', 'crisis', 'nato', 'sanctions', 'eastward', 'political', 'global', 'wang']"
079-020,079,"No matter how extravagantly US talks, the undertone of the Indo-Pacific Economic Framework is closed, exclusive, and US First-driven.",2022-02-07,positive,"{'Indo - Pacific Economic Framework': ('MISC', 1), 'US First': ('MISC', 2)}",24,"['indo', 'strategy', 'ministers', 'asia', 'kishida', 'morrison', 'scott', 'foreign', 'director', 'biden']"
079-021,079,"It runs counter to multilateralism and free trade, and at best is like a Thanksgiving dinner without turkeys.",2022-02-07,positive,"{'Thanksgiving': ('MISC', 1)}",-1,"['eu', 'ukraine', 'russia', 'crisis', 'nato', 'sanctions', 'eastward', 'political', 'global', 'wang']"
079-022,079,The other players are nothing more than vassals in the US-dominated supply chain.,2022-02-07,neutral,"{'US -': ('MISC', 1)}",0,"['democracy', 'countries', 'political', 'democratic', 'politics', 'electoral', 'government', 'chaos', 'elections', 'politicians']"
079-023,079,Everyone is clear about this.,2022-02-07,positive,{},7,"['think', 'misunderstandings', 'questions', 'vigilance', 'partners', 'argument', 'contradictions', 'logic', 'demonstrate', 'opportunity']"
079-024,079,"On the comprehensive economic and trade agreement, the US has already played around with its allies once.",2022-02-07,positive,"{'US': ('LOC', 1)}",0,"['democracy', 'countries', 'political', 'democratic', 'politics', 'electoral', 'government', 'chaos', 'elections', 'politicians']"
079-025,079,"The Obama administration vigorously pushed for negotiations on the Trans-Pacific Partnership (TPP), but it was shelved by the US after other members had gone through legal procedures.",2022-02-07,positive,"{'Obama': ('PER', 1), 'Trans - Pacific Partnership': ('MISC', 1), 'TPP': ('MISC', 1), 'US': ('LOC', 1)}",41,"['calibrated', 'destabilization', 'manipulation', 'targeting', 'banks', 'dpp', 'ukraine', 'spfs', 'alexei', 'traced']"
079-026,079,"Donald Trump walked out of it as soon as he took office, leaving US allies stunned.",2022-02-07,negative,"{'Donald Trump': ('PER', 1), 'US': ('LOC', 1)}",-1,"['eu', 'ukraine', 'russia', 'crisis', 'nato', 'sanctions', 'eastward', 'political', 'global', 'wang']"
079-027,079,"Japan wants to invite the US to rejoin, but the Joe Biden administration started its own and came up with the Indo-Pacific Economic Framework.",2022-02-07,positive,"{'Japan': ('LOC', 1), 'US': ('LOC', 1), 'Joe Biden': ('PER', 1), 'Indo - Pacific Economic Framework': ('MISC', 1)}",24,"['indo', 'strategy', 'ministers', 'asia', 'kishida', 'morrison', 'scott', 'foreign', 'director', 'biden']"
079-028,079,"While the US is capricious on major issues, how can it be trusted by others?",2022-02-07,positive,"{'US': ('LOC', 1)}",0,"['democracy', 'countries', 'political', 'democratic', 'politics', 'electoral', 'government', 'chaos', 'elections', 'politicians']"
079-029,079,Unless the lackeys like to be played with.,2022-02-07,positive,{},34,"['individually', 'consideration', 'risk', 'china', 'evicted', 'renters', 'households', 'accuse', 'adults', 'blame']"
079-030,079,"US's understanding of ""competition"" has long deviated from the original intention of ""progress.""",2022-02-07,positive,"{'US': ('LOC', 1)}",-1,"['eu', 'ukraine', 'russia', 'crisis', 'nato', 'sanctions', 'eastward', 'political', 'global', 'wang']"
079-031,079,"The US seems to have done a lot of things in the name of ""competition"" in recent years, but the result is basically having messed things up while consuming resources.",2022-02-07,negative,"{'US': ('LOC', 1)}",-1,"['eu', 'ukraine', 'russia', 'crisis', 'nato', 'sanctions', 'eastward', 'political', 'global', 'wang']"
079-032,079,That's because it does not understand the path to development.,2022-02-07,neutral,{},18,"['india', 'delhi', 'border', 'jaishankar', 'dispute', 'china', 'weapons', 'lan', 'disputes', 'subrahmanyam']"
079-033,079,Past experience has proven that no economy can achieve sustained growth amid isolation and exclusion.,2022-02-07,negative,{},0,"['democracy', 'countries', 'political', 'democratic', 'politics', 'electoral', 'government', 'chaos', 'elections', 'politicians']"
079-034,079,"On New Year's Day this year, the Regional Comprehensive Economic Partnership (RCEP) came into effect and all US allies in the region participated, which shows that win-win cooperation is the choice of the times.",2022-02-07,positive,"{""New Year ' s Day"": ('MISC', 1), 'Regional Comprehensive Economic Partnership': ('MISC', 1), 'RCEP': ('MISC', 1), 'US': ('LOC', 1)}",0,"['democracy', 'countries', 'political', 'democratic', 'politics', 'electoral', 'government', 'chaos', 'elections', 'politicians']"
079-035,079,"Against this backdrop, US still wants to use brute force to pull the wheel of the time backward, but it doesn't know that it will only make itself stumble in the end.",2022-02-07,neutral,"{'US': ('LOC', 1)}",-1,"['eu', 'ukraine', 'russia', 'crisis', 'nato', 'sanctions', 'eastward', 'political', 'global', 'wang']"
079-036,079,"We can conclude that even if the US finally puts up the Indo-Pacific Economic Framework, it will eventually turn out to be another mirage the US creates for its allies.",2022-02-07,positive,"{'US': ('LOC', 2), 'Indo - Pacific Economic Framework': ('MISC', 1)}",24,"['indo', 'strategy', 'ministers', 'asia', 'kishida', 'morrison', 'scott', 'foreign', 'director', 'biden']"
080-000,080," The 72nd Berlin film festival opens Thursday, bucking a trend of pandemic on-the-couch streaming with a packed program of live premieres featuring a stable of EU screen legends.",2022-02-08,positive,"{'Berlin': ('LOC', 1), 'EU': ('ORG', 1)}",-1,"['eu', 'ukraine', 'russia', 'crisis', 'nato', 'sanctions', 'eastward', 'political', 'global', 'wang']"
080-001,080,"Just as the coronavirus outbreak roars toward its peak in Germany, Berlinale organizers have opted for an 11-day, in-person celebration of new movies and a gala ceremony to award its Golden Bear top prize.",2022-02-08,positive,"{'Germany': ('LOC', 1), 'Berlinale': ('ORG', 1), 'Golden Bear': ('MISC', 1)}",-1,"['eu', 'ukraine', 'russia', 'crisis', 'nato', 'sanctions', 'eastward', 'political', 'global', 'wang']"
080-002,080,"The festival said it was crucial to give cinemas a boost when COVID-19 fears had fuelled home viewing on small screens, and the Germany government called the ""courageous"" step of holding the event ""a sign of hope.",2022-02-08,positive,"{'COD': ('MISC', 1), '19': ('MISC', 1), 'Germany': ('LOC', 1)}",-1,"['eu', 'ukraine', 'russia', 'crisis', 'nato', 'sanctions', 'eastward', 'political', 'global', 'wang']"
080-003,080,"""""It says: we won't let corona beat US.",2022-02-08,neutral,"{'corona': ('ORG', 1), 'US': ('LOC', 1)}",8,"['covid', 'pandemic', 'deaths', 'vaccines', 'vaccine', 'coronavirus', 'vaccination', 'epidemic', 'airline', 'diseases']"
080-004,080,"We need cinema and culture,"" government spokesman Wolfgang Buechner said.",2022-02-08,neutral,"{'Wolfgang Buechner': ('PER', 1)}",-1,"['eu', 'ukraine', 'russia', 'crisis', 'nato', 'sanctions', 'eastward', 'political', 'global', 'wang']"
080-005,080,Artistic director Carlo Chatrian said the Berlinale aimed to give weary audiences a break and some inspiration.,2022-02-08,positive,"{'Carlo Chatrian': ('PER', 1), 'Berlinale': ('ORG', 1)}",-1,"['eu', 'ukraine', 'russia', 'crisis', 'nato', 'sanctions', 'eastward', 'political', 'global', 'wang']"
080-006,080,"""Never before we have seen and welcomed so many love stories as this year - crazy, improbable, unexpected and intoxicating love, which is after all what all encounters are about deep down.",2022-02-08,positive,{},7,"['think', 'misunderstandings', 'questions', 'vigilance', 'partners', 'argument', 'contradictions', 'logic', 'demonstrate', 'opportunity']"
080-007,080,"""Nick Cave, conflict zones ",2022-02-08,negative,"{'Nick Cave': ('PER', 1)}",3,"['china', 'russia', 'cooperation', 'relations', 'strategic', 'moscow', 'beijing', 'partnership', 'alliance', 'allies']"
080-008,080,In competition are 18 films from around the world from hot young auteurs and cinema veterans - including seven directed by women.,2022-02-08,neutral,{},-1,"['eu', 'ukraine', 'russia', 'crisis', 'nato', 'sanctions', 'eastward', 'political', 'global', 'wang']"
080-009,080,More than 200 other pictures are showing in sidebar sections.,2022-02-08,neutral,{},-1,"['eu', 'ukraine', 'russia', 'crisis', 'nato', 'sanctions', 'eastward', 'political', 'global', 'wang']"
080-010,080,"A jury led by India-born US director M. Night Shyamalan (""The Sixth Sense"") will pick the winners.",2022-02-08,positive,"{'India': ('MISC', 1), 'US': ('LOC', 1), 'M. Night Shyamalan': ('PER', 1), 'The Sixth Sense': ('ORG', 1)}",-1,"['eu', 'ukraine', 'russia', 'crisis', 'nato', 'sanctions', 'eastward', 'political', 'global', 'wang']"
080-011,080,"The line-up includes new movies from France directors Francois Ozon and Claire Denis, ""Carol"" screenwriter Phyllis Nagy and Italy's Paolo Taviani, a previous winner and at 90 the oldest award contender.",2022-02-08,positive,"{'France': ('LOC', 1), 'Italy': ('LOC', 1), 'Francois Ozon': ('PER', 1), 'Claire Denis': ('PER', 1), 'Phyllis Nagy': ('PER', 1), 'Paolo Taviani': ('PER', 1), 'Carol': ('MISC', 1)}",-1,"['eu', 'ukraine', 'russia', 'crisis', 'nato', 'sanctions', 'eastward', 'political', 'global', 'wang']"
080-012,080,"Italy horror master Dario Argento will show his first new picture in a decade - ""Dark Glasses"", starring his daughter Asia Argento.",2022-02-08,negative,"{'Italy': ('LOC', 1), 'Dario Argento': ('PER', 1), 'Asia Argento': ('PER', 1), 'Dark Glasses': ('MISC', 1)}",-1,"['eu', 'ukraine', 'russia', 'crisis', 'nato', 'sanctions', 'eastward', 'political', 'global', 'wang']"
080-013,080,"Autograph seekers will be banned from the red carpet but stars including Emma Thompson, Sigourney Weaver, Charlotte Gainsbourg, Juliette Binoche, Isabelle Huppert and Mark Rylance have been invited to present their latest films.",2022-02-08,negative,"{'Emma Thompson': ('PER', 1), 'Sigourney Weaver': ('PER', 1), 'Charlotte Gainsbourg': ('PER', 1), 'Juliette Binoche': ('PER', 1), 'Isabelle Huppert': ('PER', 1), 'Mark Rylance': ('PER', 1)}",-1,"['eu', 'ukraine', 'russia', 'crisis', 'nato', 'sanctions', 'eastward', 'political', 'global', 'wang']"
080-014,080,Huppert will also pick up a Golden Bear for lifetime achievement.,2022-02-08,neutral,"{'Huppert': ('PER', 1), 'Golden Bear': ('MISC', 1)}",2,"['olympic', 'beijing', 'athletes', 'xi', 'jinping', 'olympics', 'event', 'putin', 'gold', 'qi']"
080-015,080,"South Korea festival favorite Hong Sang-soo will unveil ""The Novelist's Film"" and Li Ruijun, part of a new generation of China arthouse directors, will show his village romance ""Return to Dust.",2022-02-08,positive,"{'South Korea': ('LOC', 1), 'China': ('LOC', 1), 'Hong Sang': ('PER', 1), 'soo': ('PER', 1), 'Li Ruijun': ('PER', 1), ""The Novelist ' s Film"": ('MISC', 1), 'Return to Dust': ('MISC', 1)}",-1,"['eu', 'ukraine', 'russia', 'crisis', 'nato', 'sanctions', 'eastward', 'political', 'global', 'wang']"
080-016,080,"""In",2022-02-08,neutral,{},7,"['think', 'misunderstandings', 'questions', 'vigilance', 'partners', 'argument', 'contradictions', 'logic', 'demonstrate', 'opportunity']"
080-017,080,"keeping with its tradition as the most politically minded of the big festivals, the Berlinale will turn the spotlight on conflict zones including South Sudan, the Central Africa Republic, Myanmar and eastern Ukraine, with a slew of new documentaries.",2022-02-08,positive,"{'Berlinale': ('ORG', 1), 'South Sudan': ('LOC', 1), 'Central Africa Republic': ('LOC', 1), 'Myanmar': ('LOC', 1), 'Ukraine': ('LOC', 1)}",-1,"['eu', 'ukraine', 'russia', 'crisis', 'nato', 'sanctions', 'eastward', 'political', 'global', 'wang']"
080-018,080,"Plus ""This Much I Know To Be True"" will show how Australia rocker Nick Cave stayed creative under lockdown. ",2022-02-08,positive,"{'This Much I Know To Be True': ('MISC', 1), 'Australia': ('LOC', 1), 'Nick Cave': ('PER', 1)}",7,"['think', 'misunderstandings', 'questions', 'vigilance', 'partners', 'argument', 'contradictions', 'logic', 'demonstrate', 'opportunity']"
080-019,080,'Extra sausage' ,2022-02-08,neutral,{},-1,"['eu', 'ukraine', 'russia', 'crisis', 'nato', 'sanctions', 'eastward', 'political', 'global', 'wang']"
080-020,080,"The Berlinale ranks among EU's top festivals alongside Cannes and Venice, which also went live last year but during ebbs in the pandemic.",2022-02-08,positive,"{'Berlinale': ('MISC', 1), 'Cannes': ('MISC', 1), 'EU': ('ORG', 1), 'Venice': ('LOC', 1)}",-1,"['eu', 'ukraine', 'russia', 'crisis', 'nato', 'sanctions', 'eastward', 'political', 'global', 'wang']"
080-021,080,The recent Sundance and Rotterdam festivals were forced by COVID-19 to go entirely virtual and many expected Berlin to follow suit.,2022-02-08,negative,"{'Sundance': ('MISC', 1), 'RotterdamD': ('LOC', 1), 'Berlin': ('LOC', 1)}",-1,"['eu', 'ukraine', 'russia', 'crisis', 'nato', 'sanctions', 'eastward', 'political', 'global', 'wang']"
080-022,080,"But after an all-online festival last March, followed by outdoor screenings in the summer, the Berlinale worked with authorities to develop crowd safety measures.",2022-02-08,positive,"{'Berlinale': ('ORG', 1)}",-1,"['eu', 'ukraine', 'russia', 'crisis', 'nato', 'sanctions', 'eastward', 'political', 'global', 'wang']"
080-023,080,"The decision has caused controversy, with local media asking how organizers could justify it while the virus has closed hundreds of creches and hospitals strain under the outbreak.",2022-02-08,negative,{},8,"['covid', 'pandemic', 'deaths', 'vaccines', 'vaccine', 'coronavirus', 'vaccination', 'epidemic', 'airline', 'diseases']"
080-024,080,"The B.Z. tabloid said the festival seemed to be getting ""extra sausage"" - Germany for special treatment - while public broadcaster RBB called it ""delusional"" and newspaper Tagesspiegel warned: ""The virus will be pleased"". ",2022-02-08,positive,"{'B': ('ORG', 1), 'Z.': ('ORG', 1), 'RBB': ('ORG', 1), 'Tagesspiegel': ('ORG', 1), 'Germany': ('LOC', 1)}",-1,"['eu', 'ukraine', 'russia', 'crisis', 'nato', 'sanctions', 'eastward', 'political', 'global', 'wang']"
080-025,080,"Industry insiders noted that the festival's requirements on vaccination, daily testing and reduced capacity marked a valiant effort but wondered if it was all worth it.",2022-02-08,positive,{},8,"['covid', 'pandemic', 'deaths', 'vaccines', 'vaccine', 'coronavirus', 'vaccination', 'epidemic', 'airline', 'diseases']"
080-026,080,"""Berlin is quite well organized.",2022-02-08,positive,"{'Berlin': ('LOC', 1)}",-1,"['eu', 'ukraine', 'russia', 'crisis', 'nato', 'sanctions', 'eastward', 'political', 'global', 'wang']"
080-027,080,"The safety measures are top notch so if anyone could pull it off successfully and safely, they can,"" Scott Roxborough, EU bureau chief for The Hollywood Reporter, told Agence France-Presse. ",2022-02-08,positive,"{'Scott Roxborough': ('PER', 1), 'EU': ('ORG', 1), 'The Hollywood Reporter': ('ORG', 1), 'Agence France - Presse': ('ORG', 1)}",-1,"['eu', 'ukraine', 'russia', 'crisis', 'nato', 'sanctions', 'eastward', 'political', 'global', 'wang']"
080-028,080,"""But it's a question as to whether it was necessary or sensible to do it.",2022-02-08,neutral,{},7,"['think', 'misunderstandings', 'questions', 'vigilance', 'partners', 'argument', 'contradictions', 'logic', 'demonstrate', 'opportunity']"
080-029,080,"""He said Berlin, as the first major global cinema showcase of the year, was trying to live up to a responsibility to promote daring new movies against the odds.",2022-02-08,positive,"{'Berlin': ('LOC', 1)}",-1,"['eu', 'ukraine', 'russia', 'crisis', 'nato', 'sanctions', 'eastward', 'political', 'global', 'wang']"
080-030,080,"""There's been a massive success of the latest 'Spiderman' - one of the most successful films of all time now - despite the pandemic,"" he said.",2022-02-08,positive,"{'Spiderman': ('MISC', 1)}",8,"['covid', 'pandemic', 'deaths', 'vaccines', 'vaccine', 'coronavirus', 'vaccination', 'epidemic', 'airline', 'diseases']"
080-031,080,"He said independent films, by contrast, had suffered.",2022-02-08,negative,{},29,"['elizabeth', 'boris', 'resign', 'baldwin', 'gun', 'investigation', 'thatcher', 'downing', 'brexit', 'parliament']"
080-032,080,"""I think that's making the industry very concerned about the future,"" Roxborough said.",2022-02-08,neutral,"{'Roxborough': ('PER', 1)}",-1,"['eu', 'ukraine', 'russia', 'crisis', 'nato', 'sanctions', 'eastward', 'political', 'global', 'wang']"
080-033,080,Agence France-Presse,2022-02-08,neutral,"{'Agence France - Presse': ('ORG', 1)}",-1,"['eu', 'ukraine', 'russia', 'crisis', 'nato', 'sanctions', 'eastward', 'political', 'global', 'wang']"
081-000,081,nan,2022-02-08,neutral,{},-1,"['eu', 'ukraine', 'russia', 'crisis', 'nato', 'sanctions', 'eastward', 'political', 'global', 'wang']"
082-000,082,"US President Joe Biden recently approved the deployment of 3,000 US troops to the eastern part of EU.",2022-02-07,positive,"{'US': ('MISC', 2), 'Joe Biden': ('PER', 1), 'EU': ('ORG', 1)}",6,"['biden', 'joe', 'presidency', 'elections', 'putin', 'crisis', 'macron', 'france', 'emmanuel', 'chancellor']"
082-001,082,The first batch has arrived in Germany and Poland.,2022-02-07,neutral,"{'Germany': ('LOC', 1), 'Poland': ('LOC', 1)}",-1,"['eu', 'ukraine', 'russia', 'crisis', 'nato', 'sanctions', 'eastward', 'political', 'global', 'wang']"
082-002,082,This is an eye-offending move the US made after it withdrew its troops from Afghanistan and Iraq.,2022-02-07,neutral,"{'US': ('LOC', 1), 'Afghanistan': ('LOC', 1), 'Iraq': ('LOC', 1)}",-1,"['eu', 'ukraine', 'russia', 'crisis', 'nato', 'sanctions', 'eastward', 'political', 'global', 'wang']"
082-003,082,"The Pentagon previously announced that 8,500 US troops are placed on heightened alert to possibly deploy to EU.",2022-02-07,positive,"{'Pentagon': ('ORG', 1), 'EU': ('ORG', 1), 'US': ('MISC', 1)}",-1,"['eu', 'ukraine', 'russia', 'crisis', 'nato', 'sanctions', 'eastward', 'political', 'global', 'wang']"
082-004,082,"In addition, NATO defense ministers will discuss further reinforcements at their next meeting on February 16 and 17.",2022-02-07,positive,"{'NATO': ('ORG', 1)}",50,"['jets', 'ships', 'readiness', 'alert', 'sea', 'force', 'nato', 'reinforcements', 'ministers', 'meeting']"
082-005,082,"Although these troops are not deployed directly in Ukraine, the move has de facto made people think EU is on the brink of war. ",2022-02-07,negative,"{'Ukraine': ('LOC', 1), 'EU': ('ORG', 1)}",1,"['russia', 'ukraine', 'nato', 'moscow', 'talks', 'strategic', 'putin', 'troops', 'tensions', 'allies']"
082-006,082,"US, it must be noted, is furthest away from the Ukraine frontline but it is most eager for a war, while both Russia and Ukraine have repeatedly announced they have no intention of going to war or solving their problems by force.",2022-02-07,negative,"{'US': ('LOC', 1), 'Ukraine': ('LOC', 2), 'Russia': ('LOC', 1)}",1,"['russia', 'ukraine', 'nato', 'moscow', 'talks', 'strategic', 'putin', 'troops', 'tensions', 'allies']"
082-007,082,Ukraine's president and defense minister publicly stated that the situation is not as tense as the US has portrayed.,2022-02-07,positive,"{'Ukraine': ('LOC', 1), 'US': ('LOC', 1)}",1,"['russia', 'ukraine', 'nato', 'moscow', 'talks', 'strategic', 'putin', 'troops', 'tensions', 'allies']"
082-008,082,"But US, which is far away from the region, has been hyping that war is on the verge of breaking out.",2022-02-07,negative,"{'US': ('LOC', 1)}",0,"['democracy', 'countries', 'political', 'democratic', 'politics', 'electoral', 'government', 'chaos', 'elections', 'politicians']"
082-009,082,"US media Bloomberg has even released fake news that ""Live: Russia Invades Ukraine.""",2022-02-07,negative,"{'US': ('LOC', 1), 'Russia': ('LOC', 1), 'Ukraine': ('LOC', 1), 'Bloomberg': ('ORG', 1)}",1,"['russia', 'ukraine', 'nato', 'moscow', 'talks', 'strategic', 'putin', 'troops', 'tensions', 'allies']"
082-010,082,"The US has not only fanned the flames of public opinion, but also provided arms to Ukraine and enhanced military deployment around the EU country.",2022-02-07,neutral,"{'US': ('LOC', 1), 'Ukraine': ('LOC', 1), 'EU': ('ORG', 1)}",1,"['russia', 'ukraine', 'nato', 'moscow', 'talks', 'strategic', 'putin', 'troops', 'tensions', 'allies']"
082-011,082,"The US' intention is to urge Ukraine to ""hold on"" and not ""fall behind"" in its confrontation with Russia. ",2022-02-07,negative,"{'US': ('LOC', 1), 'Ukraine': ('LOC', 1), 'Russia': ('LOC', 1)}",1,"['russia', 'ukraine', 'nato', 'moscow', 'talks', 'strategic', 'putin', 'troops', 'tensions', 'allies']"
082-012,082,"US intends to instigate wars, in a bid to increase the legitimacy of NATO's existence and the bloc's internal cohesion to tie EU - which has shown some signs of departing from US - more tightly to the US.",2022-02-07,negative,"{'US': ('LOC', 3), 'NATO': ('ORG', 1), 'EU': ('ORG', 1)}",-1,"['eu', 'ukraine', 'russia', 'crisis', 'nato', 'sanctions', 'eastward', 'political', 'global', 'wang']"
082-013,082,Some other analysts say the US can take the opportunity to sell arms - a reasonable suspicion based on history. ,2022-02-07,positive,"{'US': ('LOC', 1)}",-1,"['eu', 'ukraine', 'russia', 'crisis', 'nato', 'sanctions', 'eastward', 'political', 'global', 'wang']"
082-014,082,"In short, the US is trying to hit various birds with one stone, but it is playing an immoral and dangerous game.",2022-02-07,negative,"{'US': ('LOC', 1)}",0,"['democracy', 'countries', 'political', 'democratic', 'politics', 'electoral', 'government', 'chaos', 'elections', 'politicians']"
082-015,082,"The New York Times reported that ""even many reliably hawkish voices in both parties show no appetite for seeing US troops fight and potentially die for Ukraine.""",2022-02-07,negative,"{'The New York Times': ('ORG', 1), 'US': ('MISC', 1), 'Ukraine': ('LOC', 1)}",1,"['russia', 'ukraine', 'nato', 'moscow', 'talks', 'strategic', 'putin', 'troops', 'tensions', 'allies']"
082-016,082,"The US is pushing Ukraine into the firing line, but it itself has jumped aside to avoid being implicated.",2022-02-07,negative,"{'US': ('LOC', 1), 'Ukraine': ('LOC', 1)}",1,"['russia', 'ukraine', 'nato', 'moscow', 'talks', 'strategic', 'putin', 'troops', 'tensions', 'allies']"
082-017,082,"One of US's aims is to make Russia feel uncomfortable, but Ukraine is very likely to become the victim.",2022-02-07,negative,"{'US': ('LOC', 1), 'Russia': ('LOC', 1), 'Ukraine': ('LOC', 1)}",1,"['russia', 'ukraine', 'nato', 'moscow', 'talks', 'strategic', 'putin', 'troops', 'tensions', 'allies']"
082-018,082,Anyone with a discerning eye can figure out that the last thing Ukraine really needs is arms.,2022-02-07,neutral,"{'Ukraine': ('LOC', 1)}",1,"['russia', 'ukraine', 'nato', 'moscow', 'talks', 'strategic', 'putin', 'troops', 'tensions', 'allies']"
082-019,082,The US' donating or selling weapons to Ukraine cannot change the military balance between Russia and Ukraine.,2022-02-07,negative,"{'US': ('LOC', 1), 'Ukraine': ('LOC', 2), 'Russia': ('LOC', 1)}",1,"['russia', 'ukraine', 'nato', 'moscow', 'talks', 'strategic', 'putin', 'troops', 'tensions', 'allies']"
082-020,082,What Ukraine does need is a peaceful and stable internal and external environment.,2022-02-07,positive,"{'Ukraine': ('LOC', 1)}",16,"['deteriorating', 'factors', 'boris', 'diplomatic', 'ukraine', 'stable', 'supermarket', 'revising', 'telegraph', 'deadline']"
082-021,082,"The country has to focus on developing its economy, improving people's livelihoods, and easing tensions with Russia.",2022-02-07,positive,"{'Russia': ('LOC', 1)}",1,"['russia', 'ukraine', 'nato', 'moscow', 'talks', 'strategic', 'putin', 'troops', 'tensions', 'allies']"
082-022,082,"If the US ""stands with Ukraine"" as it has claimed, it should have provided Ukraine the necessary and substantial help in these fields.",2022-02-07,positive,"{'US': ('LOC', 1), 'Ukraine': ('LOC', 2)}",1,"['russia', 'ukraine', 'nato', 'moscow', 'talks', 'strategic', 'putin', 'troops', 'tensions', 'allies']"
082-023,082,"It needs to be underlined that the most difficult thing for Ukraine to withstand right now is to add fuel to the fire, but US has repeatedly ""created"" opportunities to escalate the situation between Russia and Ukraine.",2022-02-07,positive,"{'Ukraine': ('LOC', 2), 'US': ('LOC', 1), 'Russia': ('LOC', 1)}",1,"['russia', 'ukraine', 'nato', 'moscow', 'talks', 'strategic', 'putin', 'troops', 'tensions', 'allies']"
