Model,Sentence,Target,Sentiment,published_time
TSC,"If someone in Washington is playing games, perhaps even behind the scenes, it's time to behave like serious people and stop.",US,neutral,2023-06-12
TSC,"In a move aimed at pushing back against China, the US told the United Nations Educational, Scientific and Cultural Organization (UNESCO) that it is interested in rejoining the agency, nearly six years after it had ended its membership.",US,neutral,2023-06-12
TSC,"In a move aimed at pushing back against China, the US told the United Nations Educational, Scientific and Cultural Organization (UNESCO) that it is interested in rejoining the agency, nearly six years after it had ended its membership.",China,negative,2023-06-12
TSC,"In a move aimed at pushing back against China, the US told the United Nations Educational, Scientific and Cultural Organization (UNESCO) that it is interested in rejoining the agency, nearly six years after it had ended its membership.",UN,neutral,2023-06-12
TSC,"Chinese experts urged the organization to stay alert to the US move, as Washington aims to exploit UNESCO as a tool to contain China, instead of making real contributions.",US,neutral,2023-06-12
TSC,"Chinese experts urged the organization to stay alert to the US move, as Washington aims to exploit UNESCO as a tool to contain China, instead of making real contributions.",China,negative,2023-06-12
TSC,"Chinese experts urged the organization to stay alert to the US move, as Washington aims to exploit UNESCO as a tool to contain China, instead of making real contributions.",UN,neutral,2023-06-12
TSC,A US State Department spokesperson confirmed to US media outlet Axios on Sunday that the US had privately notified the UN agency of its interest in rejoining.,US,neutral,2023-06-12
TSC,A US State Department spokesperson confirmed to US media outlet Axios on Sunday that the US had privately notified the UN agency of its interest in rejoining.,UN,neutral,2023-06-12
TSC,"The report said that Richard Verma, the deputy secretary of state for management and resources, sent a letter to UNESCO Director-General Audrey Azoulay last week proposing a plan for the US to rejoin the agency.",US,neutral,2023-06-12
TSC,"The report said that Richard Verma, the deputy secretary of state for management and resources, sent a letter to UNESCO Director-General Audrey Azoulay last week proposing a plan for the US to rejoin the agency.",UN,neutral,2023-06-12
TSC,"US lawmakers approved a bill last year that allocated more than $500 million needed to pay the US debt to UNESCO in an effort to allow its return as a full member, according to Axios. ",US,neutral,2023-06-12
TSC,"US lawmakers approved a bill last year that allocated more than $500 million needed to pay the US debt to UNESCO in an effort to allow its return as a full member, according to Axios. ",UN,neutral,2023-06-12
TSC,It's been nearly six years since the Trump administration announced it would leave UNESCO due to what it called anti-Israel bias. ,Israel,negative,2023-06-12
TSC,It's been nearly six years since the Trump administration announced it would leave UNESCO due to what it called anti-Israel bias. ,UN,neutral,2023-06-12
TSC,"US selfishness is on full display from its government flip-flop on membership of international organizations, and Washington showed no respect to UNESCO by treating its membership like a child's game, Li Haidong, a professor at the Institute of International Relations at the China Foreign Affairs University, told the Global Times on Monday.",US,negative,2023-06-12
TSC,"US selfishness is on full display from its government flip-flop on membership of international organizations, and Washington showed no respect to UNESCO by treating its membership like a child's game, Li Haidong, a professor at the Institute of International Relations at the China Foreign Affairs University, told the Global Times on Monday.",China,neutral,2023-06-12
TSC,"US selfishness is on full display from its government flip-flop on membership of international organizations, and Washington showed no respect to UNESCO by treating its membership like a child's game, Li Haidong, a professor at the Institute of International Relations at the China Foreign Affairs University, told the Global Times on Monday.",UN,neutral,2023-06-12
TSC,"Li urged UNESCO to stay alert to the US rejoining, and said that the motive of the US is neither healthy nor sincere.",US,neutral,2023-06-12
TSC,"Li urged UNESCO to stay alert to the US rejoining, and said that the motive of the US is neither healthy nor sincere.",UN,neutral,2023-06-12
TSC,"""Washington simply wants to exploit the organization, and override it to serve as a US tool to contain China,"" said Li. ",US,neutral,2023-06-12
TSC,"""Washington simply wants to exploit the organization, and override it to serve as a US tool to contain China,"" said Li. ",China,negative,2023-06-12
TSC,"The expert also warned that the US' current promise is shaky, because if a Republican candidate, or Trump himself, takes office next year, the US may walk out on the body again. ",US,negative,2023-06-12
TSC,"Responding to the US official's previous comments on returning to UNESCO, Mao Ning, spokesperson of China's Ministry of Foreign Affairs, said in March that international organizations are platforms for global cooperation, not arenas for geopolitical games.",US,neutral,2023-06-12
TSC,"Responding to the US official's previous comments on returning to UNESCO, Mao Ning, spokesperson of China's Ministry of Foreign Affairs, said in March that international organizations are platforms for global cooperation, not arenas for geopolitical games.",China,neutral,2023-06-12
TSC,"Responding to the US official's previous comments on returning to UNESCO, Mao Ning, spokesperson of China's Ministry of Foreign Affairs, said in March that international organizations are platforms for global cooperation, not arenas for geopolitical games.",UN,neutral,2023-06-12
TSC,"We welcome it if the US truly sees China's positive role in UNESCO objectively, but if the US' return to the organization is meant to counter or check China's influence, it will only lead to questions over whether the US remains unchanged at heart and still puts ""America First"" before international public well-being.",US,positive,2023-06-12
TSC,"We welcome it if the US truly sees China's positive role in UNESCO objectively, but if the US' return to the organization is meant to counter or check China's influence, it will only lead to questions over whether the US remains unchanged at heart and still puts ""America First"" before international public well-being.",China,positive,2023-06-12
TSC,"We welcome it if the US truly sees China's positive role in UNESCO objectively, but if the US' return to the organization is meant to counter or check China's influence, it will only lead to questions over whether the US remains unchanged at heart and still puts ""America First"" before international public well-being.",UN,positive,2023-06-12
TSC,"Running through June 18, the film festi-val is expected to further promote the exchanges between Chinese and foreign filmmakers, support the film industry at home and abroad and create a bright future for cinema worldwide.",US,positive,2023-06-09
TSC,"Running through June 18, the film festi-val is expected to further promote the exchanges between Chinese and foreign filmmakers, support the film industry at home and abroad and create a bright future for cinema worldwide.",UN,positive,2023-06-09
TSC,"Around 450 films will be screened crossed the city during the festival, with an increasing share of films having their global premiers and a more internationalized lineup, as the SIFF has been increasing its influence over 30 years of development.",UN,neutral,2023-06-09
TSC,"Around 450 films will be screened crossed the city during the festival, with an increasing share of films having their global premiers and a more internationalized lineup, as the SIFF has been increasing its influence over 30 years of development.",EU,neutral,2023-06-09
TSC,"The ""Global Village"" section will focus on Spanish films for the first time to celebrate the 50th anniversary of the establishment of diplomatic relations between China and Spain, in addition to screening new films from countries such as Germany, Italy, Japan and India.",US,neutral,2023-06-09
TSC,"The ""Global Village"" section will focus on Spanish films for the first time to celebrate the 50th anniversary of the establishment of diplomatic relations between China and Spain, in addition to screening new films from countries such as Germany, Italy, Japan and India.",China,neutral,2023-06-09
TSC,"The ""Global Village"" section will focus on Spanish films for the first time to celebrate the 50th anniversary of the establishment of diplomatic relations between China and Spain, in addition to screening new films from countries such as Germany, Italy, Japan and India.",UN,neutral,2023-06-09
TSC,"Films from countries along the route of the Belt and Road Initiative (BRI) will also be highlighted in this year's festival to celebrate the 10th anniversary of the BRI and the 5th anniversary of the Belt and Road Film Festival Alliance initiated by SIFF.The BRI film week will screen 20 films from China, Chile, Croatia, Hungary, Indonesia and Israel.",Israel,neutral,2023-06-09
TSC,"Films from countries along the route of the Belt and Road Initiative (BRI) will also be highlighted in this year's festival to celebrate the 10th anniversary of the BRI and the 5th anniversary of the Belt and Road Film Festival Alliance initiated by SIFF.The BRI film week will screen 20 films from China, Chile, Croatia, Hungary, Indonesia and Israel.",China,neutral,2023-06-09
TSC,"Films from countries along the route of the Belt and Road Initiative (BRI) will also be highlighted in this year's festival to celebrate the 10th anniversary of the BRI and the 5th anniversary of the Belt and Road Film Festival Alliance initiated by SIFF.The BRI film week will screen 20 films from China, Chile, Croatia, Hungary, Indonesia and Israel.",UN,neutral,2023-06-09
TSC,"In addition, there will be events including roundtable talks, industry workshops and city tours to strengthen ties with inter-national filmmakers.",US,positive,2023-06-09
TSC,"In addition, there will be events including roundtable talks, industry workshops and city tours to strengthen ties with inter-national filmmakers.",UN,neutral,2023-06-09
TSC,"""I always feel that the Belt and Road Film Week is a great opportunity to tighten bridges,"" Andres Kaiser, di-rector of Time Theorem, a Mexican film nominated for the Belt and Road Film Week Screenings and Awards, told the Global Times.",UN,positive,2023-06-09
TSC,He said alliances like this offer the opportunity to create coproduction cooperation between Mexico and Chi-na and have more Latin American films screened in China.,China,neutral,2023-06-09
TSC,He said alliances like this offer the opportunity to create coproduction cooperation between Mexico and Chi-na and have more Latin American films screened in China.,UN,positive,2023-06-09
TSC,The SIFF was started in 1993 and was recognized by the International Federation of Film Producers Associa-tions as the only international non-specialized competitive film festival in China.,China,neutral,2023-06-09
TSC,"At the Grand Theatre, visitors arrived early to redeem their tickets, take photos with display boards, and pur-chase various cultural and creative products.",US,positive,2023-06-09
TSC,"China announced on Friday that at the invitation of Chinese President Xi Jinping, Palestinian President Mahmoud Abbas will pay a state visit to China from June 13 to 16.",China,neutral,2023-06-10
TSC,"China announced on Friday that at the invitation of Chinese President Xi Jinping, Palestinian President Mahmoud Abbas will pay a state visit to China from June 13 to 16.",UN,neutral,2023-06-10
TSC,"China announced on Friday that at the invitation of Chinese President Xi Jinping, Palestinian President Mahmoud Abbas will pay a state visit to China from June 13 to 16.",Xi Jinping,neutral,2023-06-10
TSC,Foreign Ministry Spokesperson Wang Wenbin said the visit speaks volumes about the high-level friendly relations between China and Palestine.,Palestine,neutral,2023-06-10
TSC,Foreign Ministry Spokesperson Wang Wenbin said the visit speaks volumes about the high-level friendly relations between China and Palestine.,China,neutral,2023-06-10
TSC,News of the visit to China came against the backdrop of a positive trend toward reconciliation in the Middle-East following the resumption of diplomatic relations between Iran and Saudi Arabia.,China,neutral,2023-06-10
TSC,News of the visit to China came against the backdrop of a positive trend toward reconciliation in the Middle-East following the resumption of diplomatic relations between Iran and Saudi Arabia.,Saudi Arabia,neutral,2023-06-10
TSC,Analysts said that China is working to promote de-escalation of the Palestine-Israel conflict via bilateral talks.,Israel,neutral,2023-06-10
TSC,Analysts said that China is working to promote de-escalation of the Palestine-Israel conflict via bilateral talks.,Palestine,neutral,2023-06-10
TSC,Analysts said that China is working to promote de-escalation of the Palestine-Israel conflict via bilateral talks.,China,positive,2023-06-10
TSC,"At the Friday press conference, Wang said that President Abbas is an old and good friend of the Chinese people and the first Arab head of state to be hosted by China this year.",China,neutral,2023-06-10
TSC,China stands ready to work with Palestine to follow through on the common understandings of leaders of the two countries and take the China-Palestine traditional friendship to new heights.,Palestine,positive,2023-06-10
TSC,China stands ready to work with Palestine to follow through on the common understandings of leaders of the two countries and take the China-Palestine traditional friendship to new heights.,China,positive,2023-06-10
TSC,China stands ready to work with Palestine to follow through on the common understandings of leaders of the two countries and take the China-Palestine traditional friendship to new heights.,UN,positive,2023-06-10
TSC,China and Palestine enjoy a traditional friendship.,Palestine,neutral,2023-06-10
TSC,China and Palestine enjoy a traditional friendship.,China,neutral,2023-06-10
TSC,China is one of the first countries to recognize the Palestine Liberation Organization (PLO) and the State of Palestine.,Palestine,neutral,2023-06-10
TSC,China is one of the first countries to recognize the Palestine Liberation Organization (PLO) and the State of Palestine.,China,positive,2023-06-10
TSC,China is one of the first countries to recognize the Palestine Liberation Organization (PLO) and the State of Palestine.,UN,positive,2023-06-10
TSC,"In recent years, thanks to the personal guidance of President Xi and President Abbas, China-Palestine relations have maintained a good momentum of growth with stronger political mutual trust and deeper friendship between the two peoples, said Wang.",Palestine,positive,2023-06-10
TSC,"In recent years, thanks to the personal guidance of President Xi and President Abbas, China-Palestine relations have maintained a good momentum of growth with stronger political mutual trust and deeper friendship between the two peoples, said Wang.",US,positive,2023-06-10
TSC,"In recent years, thanks to the personal guidance of President Xi and President Abbas, China-Palestine relations have maintained a good momentum of growth with stronger political mutual trust and deeper friendship between the two peoples, said Wang.",China,positive,2023-06-10
TSC,The Palestinian question is at the heart of the Middle East issue and matters to the region's peace and stability and global equity and justice.,US,neutral,2023-06-10
TSC,The Palestinian question is at the heart of the Middle East issue and matters to the region's peace and stability and global equity and justice.,Middle East,neutral,2023-06-10
TSC,"China has all along firmly supported the Palestinian people's just cause of restoring their legitimate national rights, Wang said.",US,positive,2023-06-10
TSC,"China has all along firmly supported the Palestinian people's just cause of restoring their legitimate national rights, Wang said.",China,positive,2023-06-10
TSC,"More than once he put forward China's proposals for resolving the Palestinian question, stressing the need to resolutely advance a political settlement based on the two-state solution and intensify international efforts for peace.",China,positive,2023-06-10
TSC,"As a permanent member of the UN Security Council, China will continue to work with the international community for a comprehensive, just and enduring solution to the Palestinian question at an early date, said Wang.",US,positive,2023-06-10
TSC,"As a permanent member of the UN Security Council, China will continue to work with the international community for a comprehensive, just and enduring solution to the Palestinian question at an early date, said Wang.",China,positive,2023-06-10
TSC,"As a permanent member of the UN Security Council, China will continue to work with the international community for a comprehensive, just and enduring solution to the Palestinian question at an early date, said Wang.",UN,neutral,2023-06-10
TSC,"The resumption of diplomatic relations between Iran and Saudi Arabia under China's mediation marks a significant step for the reconciliation trend in the Middle-East and China is now working to promote a solution for the Palestine-Israel conflict as the tensions between the two countries have accelerated with increasing violence and clashes, casting a shadow in the region, Sun Degang, director of the Center for Middle Eastern Studies at Fudan University, told the Global Times.",Israel,neutral,2023-06-10
TSC,"The resumption of diplomatic relations between Iran and Saudi Arabia under China's mediation marks a significant step for the reconciliation trend in the Middle-East and China is now working to promote a solution for the Palestine-Israel conflict as the tensions between the two countries have accelerated with increasing violence and clashes, casting a shadow in the region, Sun Degang, director of the Center for Middle Eastern Studies at Fudan University, told the Global Times.",Palestine,neutral,2023-06-10
TSC,"The resumption of diplomatic relations between Iran and Saudi Arabia under China's mediation marks a significant step for the reconciliation trend in the Middle-East and China is now working to promote a solution for the Palestine-Israel conflict as the tensions between the two countries have accelerated with increasing violence and clashes, casting a shadow in the region, Sun Degang, director of the Center for Middle Eastern Studies at Fudan University, told the Global Times.",China,positive,2023-06-10
TSC,"The resumption of diplomatic relations between Iran and Saudi Arabia under China's mediation marks a significant step for the reconciliation trend in the Middle-East and China is now working to promote a solution for the Palestine-Israel conflict as the tensions between the two countries have accelerated with increasing violence and clashes, casting a shadow in the region, Sun Degang, director of the Center for Middle Eastern Studies at Fudan University, told the Global Times.",Saudi Arabia,positive,2023-06-10
TSC,"The resumption of diplomatic relations between Iran and Saudi Arabia under China's mediation marks a significant step for the reconciliation trend in the Middle-East and China is now working to promote a solution for the Palestine-Israel conflict as the tensions between the two countries have accelerated with increasing violence and clashes, casting a shadow in the region, Sun Degang, director of the Center for Middle Eastern Studies at Fudan University, told the Global Times.",Middle East,neutral,2023-06-10
TSC,"The resumption of diplomatic relations between Iran and Saudi Arabia under China's mediation marks a significant step for the reconciliation trend in the Middle-East and China is now working to promote a solution for the Palestine-Israel conflict as the tensions between the two countries have accelerated with increasing violence and clashes, casting a shadow in the region, Sun Degang, director of the Center for Middle Eastern Studies at Fudan University, told the Global Times.",UN,positive,2023-06-10
TSC,"The Palestine-Israel conflict has its roots in the late 19th and early 20th centuries and has remained unsettled due to the US' partiality toward Israel, analysts said.",Israel,neutral,2023-06-10
TSC,"The Palestine-Israel conflict has its roots in the late 19th and early 20th centuries and has remained unsettled due to the US' partiality toward Israel, analysts said.",Palestine,neutral,2023-06-10
TSC,"The Palestine-Israel conflict has its roots in the late 19th and early 20th centuries and has remained unsettled due to the US' partiality toward Israel, analysts said.",US,negative,2023-06-10
TSC,"The Palestine-Israel conflict has its roots in the late 19th and early 20th centuries and has remained unsettled due to the US' partiality toward Israel, analysts said.",UN,neutral,2023-06-10
TSC,Tensions have been mounting in the past two months.,UN,neutral,2023-06-10
TSC,"For example, Israel in April intensified airstrikes on military posts in the Gaza Strip and Lebanon in response to rockets fired from the areas into Israel.",Israel,neutral,2023-06-10
TSC,"For example, Israel in April intensified airstrikes on military posts in the Gaza Strip and Lebanon in response to rockets fired from the areas into Israel.",Gaza,neutral,2023-06-10
TSC,There were already tensions after Israeli police forcibly expelled Palestinian worshippers from the Al-Aqsa Mosque in East Jerusalem.,Israel,negative,2023-06-10
TSC,There were already tensions after Israeli police forcibly expelled Palestinian worshippers from the Al-Aqsa Mosque in East Jerusalem.,US,neutral,2023-06-10
TSC,China could play a special role in promoting the de-escalation of the Palestine-Israel conflict as it has been a trustworthy partner of Palestine and has also maintained close and pragmatic cooperation with Israel.,Israel,neutral,2023-06-10
TSC,China could play a special role in promoting the de-escalation of the Palestine-Israel conflict as it has been a trustworthy partner of Palestine and has also maintained close and pragmatic cooperation with Israel.,Palestine,positive,2023-06-10
TSC,China could play a special role in promoting the de-escalation of the Palestine-Israel conflict as it has been a trustworthy partner of Palestine and has also maintained close and pragmatic cooperation with Israel.,US,positive,2023-06-10
TSC,China could play a special role in promoting the de-escalation of the Palestine-Israel conflict as it has been a trustworthy partner of Palestine and has also maintained close and pragmatic cooperation with Israel.,China,positive,2023-06-10
TSC,"By communicating with each side via bilateral talks, China could explore ways to ease tensions between Palestine and Israel as the first step, said Sun.",Israel,neutral,2023-06-10
TSC,"By communicating with each side via bilateral talks, China could explore ways to ease tensions between Palestine and Israel as the first step, said Sun.",Palestine,neutral,2023-06-10
TSC,"By communicating with each side via bilateral talks, China could explore ways to ease tensions between Palestine and Israel as the first step, said Sun.",China,positive,2023-06-10
TSC,"By communicating with each side via bilateral talks, China could explore ways to ease tensions between Palestine and Israel as the first step, said Sun.",UN,neutral,2023-06-10
TSC,"The process for promoting talks and communication will not be easy and calls for time and patience, said Sun, adding that China's global security initiative will play a positive role in promoting a solution for the conflict.",China,positive,2023-06-10
TSC,"The process for promoting talks and communication will not be easy and calls for time and patience, said Sun, adding that China's global security initiative will play a positive role in promoting a solution for the conflict.",UN,positive,2023-06-10
TSC,"According to information from China's Foreign Ministry, Zhai Jun, the special envoy of the Chinese government on the Middle East issue, visited Israel and Palestine in March.",Israel,neutral,2023-06-10
TSC,"According to information from China's Foreign Ministry, Zhai Jun, the special envoy of the Chinese government on the Middle East issue, visited Israel and Palestine in March.",Palestine,neutral,2023-06-10
TSC,"According to information from China's Foreign Ministry, Zhai Jun, the special envoy of the Chinese government on the Middle East issue, visited Israel and Palestine in March.",China,neutral,2023-06-10
TSC,"According to information from China's Foreign Ministry, Zhai Jun, the special envoy of the Chinese government on the Middle East issue, visited Israel and Palestine in March.",Middle East,neutral,2023-06-10
TSC,"According to information from China's Foreign Ministry, Zhai Jun, the special envoy of the Chinese government on the Middle East issue, visited Israel and Palestine in March.",UN,neutral,2023-06-10
TSC,Zhai also met in Jerusalem with United Nations Special Coordinator for the Middle East Peace Process (UNSCO),US,neutral,2023-06-10
TSC,Zhai also met in Jerusalem with United Nations Special Coordinator for the Middle East Peace Process (UNSCO),Middle East,neutral,2023-06-10
TSC,Zhai also met in Jerusalem with United Nations Special Coordinator for the Middle East Peace Process (UNSCO),UN,neutral,2023-06-10
TSC,"The Chinese special envoy said that China supports the UN and the UNSCO in their active mediation, and stands ready to work with the international community to make efforts to promote a proper resolution of the Palestinian question and achieve peace between Palestine and Israel.",Israel,positive,2023-06-10
TSC,"The Chinese special envoy said that China supports the UN and the UNSCO in their active mediation, and stands ready to work with the international community to make efforts to promote a proper resolution of the Palestinian question and achieve peace between Palestine and Israel.",Palestine,neutral,2023-06-10
TSC,"The Chinese special envoy said that China supports the UN and the UNSCO in their active mediation, and stands ready to work with the international community to make efforts to promote a proper resolution of the Palestinian question and achieve peace between Palestine and Israel.",China,positive,2023-06-10
TSC,"The Chinese special envoy said that China supports the UN and the UNSCO in their active mediation, and stands ready to work with the international community to make efforts to promote a proper resolution of the Palestinian question and achieve peace between Palestine and Israel.",UN,positive,2023-06-10
TSC,Wennesland spoke highly of China's active role in the Palestinian question.,China,positive,2023-06-10
TSC,"He also expressed his readiness to work with the Chinese side and other members of the international community to strengthen cooperation, deescalate the tension between Palestine and Israel, and promote the settlement of the Palestinian question on the basis of the two-state solution.",Israel,neutral,2023-06-10
TSC,"He also expressed his readiness to work with the Chinese side and other members of the international community to strengthen cooperation, deescalate the tension between Palestine and Israel, and promote the settlement of the Palestinian question on the basis of the two-state solution.",Palestine,positive,2023-06-10
TSC,"He also expressed his readiness to work with the Chinese side and other members of the international community to strengthen cooperation, deescalate the tension between Palestine and Israel, and promote the settlement of the Palestinian question on the basis of the two-state solution.",UN,positive,2023-06-10
TSC,"The organization is responsible for millions of deaths around the globe, and it has brought the world to the brink of nuclear war on multiple occasions.",UN,negative,2023-06-09
TSC,"A prevailing view holds that once the Soviet Union fell, the ostensible purpose of NATO (to combat the Soviet ""threat"" - real or imagined) ceased to exist, and NATO should have disbanded.",UN,negative,2023-06-09
TSC,"As long as the USSR existed, the West and NATO could be kept in check.",US,neutral,2023-06-09
TSC,"As long as the USSR existed, the West and NATO could be kept in check.",West,neutral,2023-06-09
TSC,The Soviet Union presented a bulwark of peace to the savage alliance led by the Americans.,UN,positive,2023-06-09
TSC,"As soon as the Soviet Union collapsed in 1991, NATO and its members went off on an international homicidal rampage.",UN,negative,2023-06-09
TSC,And this is not even counting NATO's eastward expansion.,UN,neutral,2023-06-09
TSC,"When the Soviet Union collapsed, the Americans promised that NATO would not expand ""one inch to the East.""",UN,neutral,2023-06-09
TSC,Mikhail Gorbachev should have known better than to trust the word of the West.,US,neutral,2023-06-09
TSC,Mikhail Gorbachev should have known better than to trust the word of the West.,West,neutral,2023-06-09
TSC,"Russia's key fault, should one ask Americans, is that it committed the cardinal sin of keeping its country too close to NATO member states.",US,negative,2023-06-09
TSC,"Russia's key fault, should one ask Americans, is that it committed the cardinal sin of keeping its country too close to NATO member states.",UN,negative,2023-06-09
TSC,The US already considers the entire globe its backyard.,US,neutral,2023-06-09
TSC,"Why should NATO, a US-led alliance, be any different?NATO Plus is an extension of NATO and an excuse to bring in US' cronies outside the North Atlantic:",US,neutral,2023-06-09
TSC,"Australia, New Zealand, Japan, Israel, and South Korea.",Israel,neutral,2023-06-09
TSC,"Australia, New Zealand, Japan, Israel, and South Korea.",US,neutral,2023-06-09
TSC,"This is basically an attempt to globalize NATO, similar to the ""major non-NATO ally"" designation of the US regime.",US,neutral,2023-06-09
TSC,"The latest attempt to test the waters of de-facto NATO expansion comes from the US regime's ""House Select Committee on the Strategic Competition between the United States and the Chinese Communist Party,"" a lazily named cabal controlled by US weapons manufacturers.",US,negative,2023-06-09
TSC,"The latest attempt to test the waters of de-facto NATO expansion comes from the US regime's ""House Select Committee on the Strategic Competition between the United States and the Chinese Communist Party,"" a lazily named cabal controlled by US weapons manufacturers.",UN,neutral,2023-06-09
TSC,"Late last month, the committee recommended that NATO Plus be strengthened to include India.",US,neutral,2023-06-09
TSC,"The aim of this move is apparently to ""boost global defence cooperation"" (code for increased weapons sales and profits) and win the ""strategic competition with the Chinese Communist Party"" (code for initiating war with China and blaming China for it).For years, the US has been trying to get India on its side, with barely any major success.",US,negative,2023-06-09
TSC,"The aim of this move is apparently to ""boost global defence cooperation"" (code for increased weapons sales and profits) and win the ""strategic competition with the Chinese Communist Party"" (code for initiating war with China and blaming China for it).For years, the US has been trying to get India on its side, with barely any major success.",China,negative,2023-06-09
TSC,"The aim of this move is apparently to ""boost global defence cooperation"" (code for increased weapons sales and profits) and win the ""strategic competition with the Chinese Communist Party"" (code for initiating war with China and blaming China for it).For years, the US has been trying to get India on its side, with barely any major success.",UN,positive,2023-06-09
TSC,"This has by now become the envy of developing nations across the globe and an irritant to the US, which abhors strategic independence from any major country.",US,negative,2023-06-09
TSC,"This has by now become the envy of developing nations across the globe and an irritant to the US, which abhors strategic independence from any major country.",UN,neutral,2023-06-09
TSC,A key objective of the US regime is to exploit differences between China and its neighbors with whom it has boundary disputes.,US,neutral,2023-06-09
TSC,A key objective of the US regime is to exploit differences between China and its neighbors with whom it has boundary disputes.,China,neutral,2023-06-09
TSC,A key objective of the US regime is to exploit differences between China and its neighbors with whom it has boundary disputes.,UN,neutral,2023-06-09
TSC,India is an obvious target.,US,neutral,2023-06-09
TSC,"Already a US treaty ally, it is also embroiled in maritime disputes with China over areas and islands in the South China Sea.",US,neutral,2023-06-09
TSC,"Already a US treaty ally, it is also embroiled in maritime disputes with China over areas and islands in the South China Sea.",China,neutral,2023-06-09
TSC,"So far, both countries have acted in a mature (i.e. non-Western) manner and avoided their differences from turning into violent disputes.",West,neutral,2023-06-09
TSC,"So far, both countries have acted in a mature (i.e. non-Western) manner and avoided their differences from turning into violent disputes.",UN,positive,2023-06-09
TSC,"Such peaceful behavior troubles the US, which would prefer both nations to be at each other's throats.",US,negative,2023-06-09
TSC,"Recently, the defense ministers of the Philippines, Japan, Australia, and the US participated in their first-ever defense ministerial talks involving the four countries.",US,neutral,2023-06-09
TSC,"Recently, the defense ministers of the Philippines, Japan, Australia, and the US participated in their first-ever defense ministerial talks involving the four countries.",UN,neutral,2023-06-09
TSC,Could the US regime's efforts to get India to join NATO Plus succeed?,US,neutral,2023-06-09
TSC,"The committee that suggested it has little power, so the recommendation could simply be a way of testing the waters and keeping China on its toes.",China,neutral,2023-06-09
TSC,"India's attempts at maintaining its strategic independence, such as its refusal to condemn Russia for a war in Ukraine that NATO initiated, make Washington insecure.",US,neutral,2023-06-09
TSC,It is not used to nations making up their own minds.,US,neutral,2023-06-09
TSC,"India is unlikely to take this bonkers proposal seriously, especially one that is transparently intended as a geopolitical ""feeler"" without any detail on how it would work.",US,neutral,2023-06-09
TSC,"India is unlikely to take this bonkers proposal seriously, especially one that is transparently intended as a geopolitical ""feeler"" without any detail on how it would work.",UN,neutral,2023-06-09
TSC,"Moreover, India also has its military relationship with Russia to consider, not to mention that this is the same alliance whose members keep selling weapons to Pakistan, a ""major non-NATO ally"" of the US.Yet the move exposes the US' impatience with India's independent foreign policy.",US,neutral,2023-06-09
TSC,"Lacking an official statement from NATO or its leader, the US, India is wisely keeping quiet and continuing its policy of keeping out of US-China fights (i.e. US aggression on China) as long as its own interests are not involved.",US,neutral,2023-06-09
TSC,"Lacking an official statement from NATO or its leader, the US, India is wisely keeping quiet and continuing its policy of keeping out of US-China fights (i.e. US aggression on China) as long as its own interests are not involved.",China,negative,2023-06-09
TSC,"The author is an Indian commentator who writes about China, India, the US and global issues.",US,neutral,2023-06-09
TSC,"The author is an Indian commentator who writes about China, India, the US and global issues.",China,neutral,2023-06-09
TSC,"During the demonstration in front of the UN Development Programme headquarters in Gaza, the children raised Palestinian flags and banners written with ""We do not want to starve,"" ""We need to enjoy our right of living in stability and security in our country,"" and ""Stopping the humanitarian aid means that a lot of poor family will lose their final chance to live decently.",Gaza,neutral,2023-06-07
TSC,"During the demonstration in front of the UN Development Programme headquarters in Gaza, the children raised Palestinian flags and banners written with ""We do not want to starve,"" ""We need to enjoy our right of living in stability and security in our country,"" and ""Stopping the humanitarian aid means that a lot of poor family will lose their final chance to live decently.",UN,neutral,2023-06-07
TSC,"""The demonstration was organized by dozens of families, who received text messages sent by the WFP informing them that their finances and food have been stopped because of financial hardship experienced by the UN organization.",US,neutral,2023-06-07
TSC,"""The demonstration was organized by dozens of families, who received text messages sent by the WFP informing them that their finances and food have been stopped because of financial hardship experienced by the UN organization.",UN,neutral,2023-06-07
TSC,"""It is unfair to suspend the food and financial aids on the Palestinian families, who are suffering from poverty,"" Mena Mahmoud, an eleven-year-old girl, told Xinhua.",US,negative,2023-06-07
TSC,"""It is unfair to suspend the food and financial aids on the Palestinian families, who are suffering from poverty,"" Mena Mahmoud, an eleven-year-old girl, told Xinhua.",UN,positive,2023-06-07
TSC,"the WFP stops its aid, we will suffer from the hunger that would increase the crimes among the local community,"" said Rahaf Tafish, another nine-year-old girl.",UN,negative,2023-06-07
TSC,"Demanding food, water and safety, Mahmoud and Tafish called on the international community to help the Palestinian people in Gaza and support them to live a decent life.",Gaza,positive,2023-06-07
TSC,"Demanding food, water and safety, Mahmoud and Tafish called on the international community to help the Palestinian people in Gaza and support them to live a decent life.",UN,positive,2023-06-07
TSC,"Subhi al-Moghrabi, the media spokesman of the poor families, told Xinhua that the demonstration is organized to express their refusal to the ""unprecedented"" decision issued by the WFP.""We are suffering from extremely poverty and do not have any other income sources, as most of us are patients who cannot work to make some money to keep our families afloat,"" the man complained, noting a lot of children, women and elderly people depend on the aid to live.",US,neutral,2023-06-07
